issue_url,repo_name,pull_request_url,languages,before_code_url,after_code_url,affected_files
https://github.com/ohmyzsh/ohmyzsh/issues/12927,ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/12934,"[""Shell"", ""Python"", ""Makefile""]",https://github.com/ohmyzsh/ohmyzsh/commit/bd0a5b2598f5614aa60b056783cd3acb803c664a,https://github.com/ohmyzsh/ohmyzsh/commit/eb13a486af6407a197626276e161824b0c6c7656,"[""tools/changelog.sh""]"
https://github.com/ohmyzsh/ohmyzsh/issues/9808,ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/12935,"[""Shell"", ""Python"", ""Makefile""]",https://github.com/ohmyzsh/ohmyzsh/commit/69410e702014b6f6f09f659a5747c5a6ace7a09a,https://github.com/ohmyzsh/ohmyzsh/commit/3c1341652d13bb0cffe11af9fdd6942d1340ff88,"[""README.md"", ""lib/cli.zsh""]"
https://github.com/ohmyzsh/ohmyzsh/issues/12856,ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh/pull/12857,"[""Shell"", ""Python"", ""Makefile""]",https://github.com/ohmyzsh/ohmyzsh/commit/b9e73b44811becbdf24cff54441c73839a29c523,https://github.com/ohmyzsh/ohmyzsh/commit/1eb5ce278c7db333c5808d879891edd2396be987,"[""plugins/timer/timer.plugin.zsh""]"
https://github.com/twbs/bootstrap/issues/40621,twbs/bootstrap,https://github.com/twbs/bootstrap/pull/40623,"[""JavaScript"", ""HTML"", ""SCSS"", ""CSS"", ""PowerShell""]",https://github.com/twbs/bootstrap/commit/f406388c1ba3f60c4114355a6db851827a8d9b70,https://github.com/twbs/bootstrap/commit/cd5b0fea3ac3f293165ff6029a83edeb3a16520a,"[""scss/_modal.scss"", ""scss/_reboot.scss"", ""scss/_type.scss""]"
https://github.com/twbs/bootstrap/issues/38720,twbs/bootstrap,https://github.com/twbs/bootstrap/pull/38725,"[""JavaScript"", ""HTML"", ""SCSS"", ""CSS"", ""PowerShell""]",https://github.com/twbs/bootstrap/commit/74891cb3a601a2da9bd83c905c8a0166ad79d810,https://github.com/twbs/bootstrap/commit/66ed88954f3265f3371c61b732898e163e82b667,"[""js/src/dropdown.js"", ""js/src/tooltip.js"", ""js/src/util/index.js"", ""js/src/util/template-factory.js"", ""js/tests/unit/dropdown.spec.js"", ""js/tests/unit/popover.spec.js"", ""js/tests/unit/tooltip.spec.js"", ""js/tests/unit/util/index.spec.js""]"
https://github.com/twbs/bootstrap/issues/40915,twbs/bootstrap,https://github.com/twbs/bootstrap/pull/40917,"[""JavaScript"", ""HTML"", ""SCSS"", ""CSS"", ""PowerShell""]",https://github.com/twbs/bootstrap/commit/b7f3d6a6beec5ea5acaa5ccba507e4d653aa0a6a,https://github.com/twbs/bootstrap/commit/1a774b8ebda9012f52588ae564daba090372d4b1,"[""site/assets/js/partials/code-examples.js""]"
https://github.com/twbs/bootstrap/issues/25604,twbs/bootstrap,https://github.com/twbs/bootstrap/pull/30561,"[""JavaScript"", ""HTML"", ""SCSS"", ""CSS"", ""PowerShell""]",https://github.com/twbs/bootstrap/commit/11d562d20aeab297d60f16de1539bed292ddb2b1,https://github.com/twbs/bootstrap/commit/013cadfdbf1f2f4f91799d35b0cfed16f87e3eff,"[""scss/_variables.scss""]"
https://github.com/twbs/bootstrap/issues/39765,twbs/bootstrap,https://github.com/twbs/bootstrap/pull/41126,"[""JavaScript"", ""HTML"", ""SCSS"", ""CSS"", ""PowerShell""]",https://github.com/twbs/bootstrap/commit/0cbfe13adf669ad39ae9d8e873c2ad59befd3a3a,https://github.com/twbs/bootstrap/commit/64c8bd163d738360ce6d27a624b09f18567b42a1,"[""scss/_close.scss"", ""scss/_variables-dark.scss"", ""scss/_variables.scss""]"
https://github.com/twbs/bootstrap/issues/40493,twbs/bootstrap,https://github.com/twbs/bootstrap/pull/40695,"[""JavaScript"", ""HTML"", ""SCSS"", ""CSS"", ""PowerShell""]",https://github.com/twbs/bootstrap/commit/214a5e0bbf838257dbaa9e7756cdbbff5a0474ea,https://github.com/twbs/bootstrap/commit/3e3b09ce4e427b504d9fa4eb5518b91d79be58db,"[""scss/_carousel.scss"", ""scss/_variables-dark.scss"", ""scss/_variables.scss""]"
https://github.com/twbs/bootstrap/issues/40506,twbs/bootstrap,https://github.com/twbs/bootstrap/pull/40714,"[""JavaScript"", ""HTML"", ""SCSS"", ""CSS"", ""PowerShell""]",https://github.com/twbs/bootstrap/commit/b80e676232827de2a98c0052300150830292d87f,https://github.com/twbs/bootstrap/commit/aacdc8e97c403598233bc13e53006812c838954e,"[""site/content/docs/5.3/getting-started/parcel.md"", ""site/content/docs/5.3/getting-started/vite.md"", ""site/content/docs/5.3/getting-started/webpack.md""]"
https://github.com/microsoft/vscode/issues/244625,microsoft/vscode,https://github.com/microsoft/vscode/pull/245013,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/c1d4a56c21b7d223cdba76ecf3f39be160dead04,https://github.com/microsoft/vscode/commit/16ca6802acb969b08d77adb7f8421d43b6cf1d56,"[""src/vs/workbench/contrib/tasks/browser/terminalTaskSystem.ts""]"
https://github.com/microsoft/vscode/issues/245040,microsoft/vscode,https://github.com/microsoft/vscode/pull/245041,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/99c9c6c8eb0aef3fce659b0fac1ff3130c4e34a4,https://github.com/microsoft/vscode/commit/fc7d449df05ebbb42b097d9176c4e43498dca446,"[""src/vs/workbench/services/progress/browser/progressService.ts""]"
https://github.com/microsoft/vscode/issues/191447,microsoft/vscode,https://github.com/microsoft/vscode/pull/245118,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/d95753f2fd14655b6356bf1800e31c779d06c936,https://github.com/microsoft/vscode/commit/5a02b3e2c5735d387f0d729ab141964400ad96b7,"[""src/vs/workbench/contrib/mergeEditor/browser/view/mergeEditor.ts"", ""src/vs/workbench/contrib/mergeEditor/browser/view/scrollSynchronizer.ts""]"
https://github.com/microsoft/vscode/issues/228819,microsoft/vscode,https://github.com/microsoft/vscode/pull/228825,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/66187614493f2c4c8d080440aaea671a8fbfc6a5,https://github.com/microsoft/vscode/commit/23b2d82f9be836e352e337ca035f90a87bcbb394,"[""src/vs/editor/browser/widget/diffEditor/style.css""]"
https://github.com/microsoft/vscode/issues/240661,microsoft/vscode,https://github.com/microsoft/vscode/pull/240663,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/2cb2bbfbe2985bc25b4e3d027a70a17a084394a9,https://github.com/microsoft/vscode/commit/33995153bdd58692fae76cb01f262031cb9e7a02,"[""src/vs/workbench/contrib/terminalContrib/suggest/browser/terminalCompletionItem.ts"", ""src/vs/workbench/contrib/terminalContrib/suggest/browser/terminalCompletionModel.ts"", ""src/vs/workbench/contrib/terminalContrib/suggest/browser/terminalSuggestAddon.ts"", ""src/vs/workbench/contrib/terminalContrib/suggest/common/terminalSuggestConfiguration.ts"", ""src/vs/workbench/contrib/terminalContrib/suggest/test/browser/terminalCompletionModel.test.ts""]"
https://github.com/microsoft/vscode/issues/240656,microsoft/vscode,https://github.com/microsoft/vscode/pull/240660,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/2cb2bbfbe2985bc25b4e3d027a70a17a084394a9,https://github.com/microsoft/vscode/commit/28b096354fa4b995c174498504b5ce4f6ec7c78f,"[""src/vs/workbench/contrib/terminalContrib/suggest/browser/terminal.suggest.contribution.ts"", ""src/vs/workbench/contrib/terminalContrib/suggest/browser/terminalSuggestAddon.ts""]"
https://github.com/microsoft/vscode/issues/236769,microsoft/vscode,https://github.com/microsoft/vscode/pull/240653,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/bae7c03eac75a714286296f22ef6e51a31b32a0f,https://github.com/microsoft/vscode/commit/2da22068d6f6956e212918846f0bb7e3ca0c49f1,"[""src/vs/workbench/contrib/comments/browser/commentsView.ts""]"
https://github.com/microsoft/vscode/issues/240394,microsoft/vscode,https://github.com/microsoft/vscode/pull/240721,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/a49e0ff5599537e3f60d53a23fa2ef1363f238d6,https://github.com/microsoft/vscode/commit/71d6bc31e28644f5b82468c2b861a6fc7d9b1c30,"[""extensions/terminal-suggest/src/fig/figInterface.ts""]"
https://github.com/microsoft/vscode/issues/240699,microsoft/vscode,https://github.com/microsoft/vscode/pull/240712,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/5da59dd69c4de06c2a4285b1088fae8b5b27ccaa,https://github.com/microsoft/vscode/commit/0dcb0a620ec240630a33cebb4cd0e1a524155183,"[""src/vs/platform/terminal/common/capabilities/commandDetection/promptInputModel.ts"", ""src/vs/platform/terminal/test/common/capabilities/commandDetection/promptInputModel.test.ts""]"
https://github.com/microsoft/vscode/issues/240691,microsoft/vscode,https://github.com/microsoft/vscode/pull/240692,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/122e0569e297daf245f8c269534cbdecab501ce9,https://github.com/microsoft/vscode/commit/c515f7560837c51e16ec47b6b0f41ae265ddc6cf,"[""cli/src/auth.rs"", ""cli/src/commands/tunnels.rs""]"
https://github.com/microsoft/vscode/issues/240393,microsoft/vscode,https://github.com/microsoft/vscode/pull/240686,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/99a63c4a3c955aa16219e92bdf566b7fea86f9a6,https://github.com/microsoft/vscode/commit/abd96b7e8529b7b6e32d6ceb00fc305ec35fd655,"[""src/vs/editor/common/standaloneStrings.ts"", ""src/vs/workbench/contrib/accessibility/browser/editorAccessibilityHelp.ts""]"
https://github.com/microsoft/vscode/issues/240455,microsoft/vscode,https://github.com/microsoft/vscode/pull/240675,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/853c9a6ccfc07063bf986155ac763476415d7122,https://github.com/microsoft/vscode/commit/a976b91834fa4f61030648387d714562f529760f,"[""src/vs/workbench/contrib/terminalContrib/suggest/browser/terminalSuggestAddon.ts""]"
https://github.com/microsoft/vscode/issues/240562,microsoft/vscode,https://github.com/microsoft/vscode/pull/240668,"[""TypeScript"", ""CSS"", ""JavaScript"", ""Rust"", ""HTML"", ""Inno Setup"", ""Scilab"", ""Shell"", ""Batchfile"", ""PowerShell"", ""Tree-sitter Query"", ""SCSS"", ""Groovy"", ""Cuda"", ""C++"", ""Makefile"", ""Python"", ""Perl"", ""Ruby"", ""TeX"", ""Objective-C"", ""Objective-C++"", ""Clojure"", ""Handlebars"", ""Less"", ""PHP"", ""Dockerfile"", ""Julia"", ""Jupyter Notebook"", ""Visual Basic .NET"", ""C#"", ""C"", ""Raku"", ""Pug"", ""Go"", ""F#"", ""Java"", ""CoffeeScript"", ""R"", ""Roff"", ""ShaderLab"", ""Dart"", ""Swift"", ""Lua"", ""HLSL"", ""Hack""]",https://github.com/microsoft/vscode/commit/853c9a6ccfc07063bf986155ac763476415d7122,https://github.com/microsoft/vscode/commit/235bf944b8d035d451cd5c73e99bb4852f02a525,"[""src/vs/base/common/codiconsLibrary.ts"", ""src/vs/workbench/contrib/tasks/browser/task.contribution.ts""]"
https://github.com/ollama/ollama/issues/9904,ollama/ollama,https://github.com/ollama/ollama/pull/9918,"[""Go"", ""C"", ""Shell"", ""TypeScript"", ""PowerShell"", ""Inno Setup"", ""Dockerfile"", ""CMake"", ""Objective-C"", ""CSS"", ""JavaScript"", ""HTML""]",https://github.com/ollama/ollama/commit/0fbfcf3c9c7bfdbf4616238595eafd7eca2a916c,https://github.com/ollama/ollama/commit/a60fb13138dd8b8a46363b3389254c7cd19c0f14,"[""kvcache/causal.go""]"
https://github.com/ollama/ollama/issues/9771,ollama/ollama,https://github.com/ollama/ollama/pull/9773,"[""Go"", ""C"", ""Shell"", ""TypeScript"", ""PowerShell"", ""Inno Setup"", ""Dockerfile"", ""CMake"", ""Objective-C"", ""CSS"", ""JavaScript"", ""HTML""]",https://github.com/ollama/ollama/commit/4e320b8b90b8a698fc3c057a3f54cbabe59b543a,https://github.com/ollama/ollama/commit/85d931cc7c945ad5a964eff46f4e9b6c7da7b0eb,"[""CMakePresets.json""]"
https://github.com/ollama/ollama/issues/9573,ollama/ollama,https://github.com/ollama/ollama/pull/9788,"[""Go"", ""C"", ""Shell"", ""TypeScript"", ""PowerShell"", ""Inno Setup"", ""Dockerfile"", ""CMake"", ""Objective-C"", ""CSS"", ""JavaScript"", ""HTML""]",https://github.com/ollama/ollama/commit/8294676150dde3dd3d316644b86e42b07204ff9c,https://github.com/ollama/ollama/commit/5cbb981aa155f72c430c0d64230666d24a0b1567,"[""cmd/cmd_test.go"", ""cmd/interactive.go""]"
https://github.com/ollama/ollama/issues/9697,ollama/ollama,https://github.com/ollama/ollama/pull/9747,"[""Go"", ""C"", ""Shell"", ""TypeScript"", ""PowerShell"", ""Inno Setup"", ""Dockerfile"", ""CMake"", ""Objective-C"", ""CSS"", ""JavaScript"", ""HTML""]",https://github.com/ollama/ollama/commit/3892c3a7032c99db250c3266276c4525d243950a,https://github.com/ollama/ollama/commit/4761f150f33ba4cc6e6a4fdfe1187adfaef7aa46,"[""integration/llm_image_test.go"", ""model/input/input.go"", ""model/model.go"", ""model/models/gemma3/model.go"", ""model/models/gemma3/model_text.go"", ""model/models/mllama/model.go"", ""runner/ollamarunner/runner.go"", ""server/prompt.go""]"
https://github.com/ollama/ollama/issues/9717,ollama/ollama,https://github.com/ollama/ollama/pull/9741,"[""Go"", ""C"", ""Shell"", ""TypeScript"", ""PowerShell"", ""Inno Setup"", ""Dockerfile"", ""CMake"", ""Objective-C"", ""CSS"", ""JavaScript"", ""HTML""]",https://github.com/ollama/ollama/commit/45a13b1dec1ccc1771cd28af826d603d9c885fd9,https://github.com/ollama/ollama/commit/3e102b7dad5d0f41563858c8c938ac26b5f3fd56,"[""model/model.go"", ""model/models/gemma3/model.go"", ""model/models/mllama/model.go""]"
https://github.com/ollama/ollama/issues/9685,ollama/ollama,https://github.com/ollama/ollama/pull/9703,"[""Go"", ""C"", ""Shell"", ""TypeScript"", ""PowerShell"", ""Inno Setup"", ""Dockerfile"", ""CMake"", ""Objective-C"", ""CSS"", ""JavaScript"", ""HTML""]",https://github.com/ollama/ollama/commit/543240fb5f0eb1a5443fd2b45f857e7dd4dcbfed,https://github.com/ollama/ollama/commit/8d76fa23ef058d98cb66ad9c3ecc5fff6d380ca1,"[""fs/ggml/ggml.go"", ""llm/memory.go""]"
